Id,SalePrice
1461,0.032390327
1462,0.073468578
1463,0.108296272
1464,0.105736768
1465,0.157627554
1466,0.112575352
1467,0.059376126
1468,0.092724342
1469,0.072823056
1470,0.031685116
1471,0.165886655
1472,0.046378327
1473,0.056803022
1474,0.091157126
1475,0.027385251
1476,0.261398892
1477,0.182305036
1478,0.196700233
1479,0.208291171
1480,0.296454049
1481,0.253058329
1482,0.166040332
1483,0.161740468
1484,0.145008388
1485,0.156995012
1486,0.208547618
1487,0.276674613
1488,0.187072276
1489,0.151832085
1490,0.175200912
1491,0.201069053
1492,0.035388706
1493,0.076564528
1494,0.267318331
1495,0.253410444
1496,0.177070418
1497,0.203148185
1498,0.155957035
1499,0.155957035
1500,0.159670596
1501,0.186631282
1502,0.144256039
1503,0.180182233
1504,0.219171449
1505,0.17744432
1506,0.120206232
1507,0.194220984
1508,0.12913243
1509,0.100660227
1510,0.064401473
1511,0.062251541
1512,0.090387609
1513,0.095616323
1514,0.110765226
1515,0.239162899
1516,0.089669764
1517,0.052611094
1518,0.099174287
1519,0.176322616
1520,0.056082171
1521,0.061971115
1522,0.082448252
1523,0.079104364
1524,0.040077009
1525,0.040097893
1526,0.041593498
1527,0.02368392
1528,0.067602774
1529,0.059073381
1530,0.079637948
1531,0.108947783
1532,0.036732782
1533,0.075151133
1534,0.070281474
1535,0.107750652
1536,0.06516594
1537,0.020373479
1538,0.190517448
1539,0.225778139
1540,0.158624616
1541,0.086872062
1542,0.103745041
1543,0.149094162
1544,0.020748505
1545,0.06012583
1546,0.05250827
1547,0.084707378
1548,0.087756885
1549,0.050354307
1550,0.098702905
1551,0.051485294
1552,0.143033882
1553,0.191350397
1554,0.079408815
1555,0.09490596
1556,0.066931869
1557,0.048392559
1558,0.038231359
1559,0.124335937
1560,0.110031472
1561,0.087779443
1562,0.031412983
1563,0.03000256
1564,0.075253926
1565,0.090813343
1566,0.173887549
1567,0.015769333
1568,0.142777286
1569,0.101687874
1570,0.031917016
1571,0.040710965
1572,0.058792955
1573,0.178939925
1574,0.068501896
1575,0.171929276
1576,0.213756959
1577,0.152205987
1578,0.083573753
1579,0.035348775
1580,0.114540012
1581,0.133884826
1582,0.031124264
1583,0.222873319
1584,0.244119794
1585,0.117246222
1586,-0.018521868
1587,0.015631429
1588,0.061036362
1589,0.055038061
1590,0.047895762
1591,0.038976189
1592,0.062237414
1593,0.029254758
1594,0.177100986
1595,0.11244208
1596,0.25921091
1597,0.160123538
1598,0.090590811
1599,0.13239127
1600,0.149308252
1601,-0.002869623
1602,0.052171046
1603,-0.002927028
1604,0.189598158
1605,0.226155864
1606,0.067545336
1607,0.136798048
1608,0.163365894
1609,0.151458184
1610,0.075476559
1611,0.058944483
1612,0.082909584
1613,0.074870708
1614,0.03757406
1615,0.05659976
1616,0.05659976
1617,0.05659976
1618,0.030506282
1619,0.027104825
1620,0.188341719
1621,0.0746189
1622,0.093442567
1623,0.201170361
1624,0.212197356
1625,0.031685116
1626,0.083283485
1627,0.105965482
1628,0.263724236
1629,0.083161585
1630,0.260189525
1631,0.084810215
1632,0.193729194
1633,0.157450772
1634,0.19752532
1635,0.098778913
1636,0.060087583
1637,0.147170303
1638,0.13565763
1639,0.094919986
1640,0.188696458
1641,0.084362809
1642,0.218608889
1643,0.221050094
1644,0.215383771
1645,0.100763368
1646,0.053558337
1647,0.060023184
1648,0.059540757
1649,0.047087246
1650,0.03000256
1651,0.03000256
1652,0.046378327
1653,0.046378327
1654,0.101140977
1655,0.04794255
1656,0.091157126
1657,0.101140977
1658,0.179896393
1659,0.027385251
1660,0.131637122
1661,0.305783091
1662,0.302252645
1663,0.226799282
1664,0.286035598
1665,0.200252295
1666,0.204552159
1667,0.283332261
1668,0.20073421
1669,0.179926074
1670,0.205517013
1671,0.202495702
1672,0.267180615
1673,0.27386306
1674,0.18775568
1675,0.164918628
1676,0.160057912
1677,0.164573804
1678,0.270919627
1679,0.243624837
1680,0.21408664
1681,0.173863693
1682,0.198008887
1683,0.169311968
1684,0.181125648
1685,0.184468355
1686,0.152019036
1687,0.156995012
1688,0.197719444
1689,0.194218824
1690,0.182740297
1691,0.169656412
1692,0.235857604
1693,0.156995012
1694,0.09641096
1695,0.072448929
1696,0.262651953
1697,0.072448929
1698,0.300491451
1699,0.229137701
1700,0.238957059
